output_variable,MLAlgo,real_value,predicted_value,mse_list,mae_list,r_sqaured
Avg_Soil_TP20_TempC,WSVM,16.0,18.220685234798523,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,1.584,1.1823539628866753,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,3.943,4.354686319837617,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,17.86,18.408924165162095,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,17.73,18.285324072903876,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,17.11,19.754468486397087,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,0.871,0.9668049996670334,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,12.92,12.930294895841303,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,8.72,8.595314092890288,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,1.813,1.9575347523683515,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,21.19,19.774696253526308,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,0.771,0.6869710349762883,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,1.847,2.1081017052583713,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,-3.421,0.14067055024404063,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,7.396,7.8575392184660355,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,17.37,19.480401051272494,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,19.0,18.473424787607872,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,3.848,4.20726499055586,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,-3.465,-2.145983469519347,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,14.5,15.59396735053664,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,-5.081,-4.876391159190895,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,21.55,20.74897101410411,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,-2.651,-2.4430098841912464,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,12.8,13.026683612799548,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,0.366,0.33023172214447793,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,1.678,1.4471150139872755,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,13.48,13.650948516607343,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,11.93,6.960980838901061,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,-4.599,-4.531437014438755,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,6.019,7.510996039525866,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,-4.464,-4.321408077962664,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,14.31,15.233896295987808,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,10.57,11.131877064450151,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,0.385,0.09230336619824975,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,-0.195,-0.09930924203731628,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,0.325,0.6064960844098941,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,-6.595,-6.537611853230013,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,1.37,1.856151135158866,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,15.06,14.321101003911489,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,10.88,6.715556451005364,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,14.13,14.191518685531971,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,0.334,0.30236472013654314,2.7567380781418276,0.9174277777675303,0.9606340267521795
Avg_Soil_TP20_TempC,WSVM,17.09,9.535570977663896,2.7567380781418276,0.9174277777675303,0.9606340267521795
